dataset,partition_method,partition_seed,logical_shards,physical_hosts,physical_hosts_with_shards,physical_core_equivalents,m32_capacity_fraction,memory_capacity_gib,common_ef_search,measurement_query_count,point_count,shard_size_mean,shard_size_std,shard_size_cv,shard_size_min,shard_size_max,max_size_over_mean,edge_cut_ratio,traversal_weighted_edge_cut,mean_retained_degree_ratio,largest_component_fraction,path_shards_mean,path_transitions_mean,structural_source,common_ef_local_target_recall_mean,common_ef_local_target_recall_median,common_ef_local_target_recall_p95,common_ef_local_target_recall_std,common_ef_local_distance_computations_mean,common_ef_local_distance_computations_median,common_ef_local_distance_computations_p95,common_ef_local_distance_computations_std,achieved_recall_at_10,P_exact_mean,P_exact_median,P_exact_p95,P_exact_std,P_HNSW_mean,P_HNSW_median,P_HNSW_p95,P_HNSW_std,Delta_P_mean,Delta_P_median,Delta_P_p95,Delta_P_std,W90_mean,W90_median,W90_p95,W90_std,hnsw_reached_90_fraction,full_fanout_wall_us_mean,full_fanout_wall_us_median,full_fanout_wall_us_p95,full_fanout_wall_us_std,total_distance_computations_mean,total_distance_computations_median,total_distance_computations_p95,total_distance_computations_std,total_graph_nodes_visited_mean,total_graph_nodes_visited_median,total_graph_nodes_visited_p95,total_graph_nodes_visited_std,total_worker_cpu_us_mean,total_worker_cpu_us_median,total_worker_cpu_us_p95,total_worker_cpu_us_std,total_response_bytes_mean,total_response_bytes_median,total_response_bytes_p95,total_response_bytes_std,closed_loop_qps_secondary,run_id,manifest_path,manifest_sha256,per_query_sha256,e3_per_query_sha256
sift1m,orion,1,8,4,4,8,0.25,64,24,9000,1000000,125000.0,71866.68509817327,0.5749334807853862,41698,219247,1.753976,0.2535659840864827,0.24284026550702384,0.7562299629465261,0.999323,6.647666666666667,251.431,accepted_metrics_checksum_bound_to_identical_partition,0.9412606659659126,1.0,1.0,0.1423344996230313,771.2544049256567,776.0,1073.699999999999,189.4011789011717,0.935188888888889,1.4413333333333334,1.0,3.0,0.6021280779221496,2.669888888888889,2.0,9.0,2.7764133515680682,1.2285555555555556,0.0,8.0,2.7364791089245037,1798.584,1110.0,5627.0,1626.9598738648174,0.8451111111111111,43378.28654288888,44713.25,64233.77859999995,14393.188158815838,5056.7555555555555,5080.0,5955.049999999999,577.9472507862271,281.16,280.0,304.0,12.903537843897265,1001.2034444444445,1000.0,1163.0,102.11144374501498,5991.524444444444,5992.0,6008.0,10.252027562185075,339.59117941178846,s13-sift1m-orion-m8,/proj/intelisys-PG0/exp/orion-distributed/c23-linear-20260824-v1/matrix/sift1m/s13-sift1m-orion-m8/manifest.json,3e81bee09770e459c830202e843ce2a612d635aad06d3a734bfcf520fc5408b7,ae235d9d016909d96d822c7780f093c154b2573b7052f2d44489db6df67969f6,22696ad596785e390d52aede665eada0c0c50cea593a0e634f6490053c62efab
sift1m,orion,1,16,4,4,16,0.5,128,24,9000,1000000,62500.0,49431.15951249778,0.7908985521999645,14708,195026,3.120416,0.3414127571524669,0.3236489658951843,0.6753568375053504,0.998795,9.961222222222222,335.4018888888889,accepted_metrics_checksum_bound_to_identical_partition,0.949481618508352,1.0,1.0,0.14047862105364176,741.969813422445,746.0,1009.0,167.23545144642245,0.9418333333333333,1.6437777777777778,1.0,3.0,0.7393654603446238,3.865222222222222,2.0,17.0,5.341613515653981,2.2214444444444443,0.0,16.0,5.320439217690191,2452.7167777777777,1374.5,9987.149999999998,3019.984348397016,0.8604444444444445,88250.11328577778,93203.6065,121673.4827,25963.4608129956,9419.216444444444,9402.0,10670.099999999999,754.137689488702,536.7592222222222,536.0,563.0,14.903330107192506,1805.2276666666667,1802.0,2028.0499999999993,138.5173797803807,11929.349555555556,11929.0,11957.0,15.861631898046802,169.66491188893914,s13-sift1m-orion-m16,/proj/intelisys-PG0/exp/orion-distributed/c23-linear-20260824-v1/matrix/sift1m/s13-sift1m-orion-m16/manifest.json,b53c76e74d188849b408acc1c042912248a2037c48e6b1591f450698b5a9a1fd,bb40fab41228f7ce4651c04555ff8a23e2401a6943cb6fac9060ca842d28abd0,1329a148a4ee0037592d8fd5a715414e85c2036daaa2761a6870b4179db7eae2
sift1m,orion,1,32,4,4,32,1.0,256,24,9000,1000000,31250.0,32067.49485460316,1.0261598353473012,5213,154055,4.92976,0.4393709072356975,0.41983073972714535,0.579830382297904,0.997194,15.295111111111112,424.42844444444444,accepted_metrics_checksum_bound_to_identical_partition,0.9567743009678492,1.0,1.0,0.14441918101685164,693.1022783667945,692.0,962.0,160.83607648186387,0.9514777777777776,1.9717777777777779,2.0,4.0,0.9592144677087229,5.596555555555556,2.0,33.0,9.856538119002941,3.6247777777777777,0.0,31.0,9.838766152067125,3285.1065555555556,1455.0,17931.149999999998,5262.77494032709,0.8864444444444445,189147.91692966668,199344.219,264946.8381,56726.49167790113,17238.115777777777,17227.0,19055.05,1108.5865382629036,1034.8703333333333,1034.0,1068.0,18.836034257655076,3634.2655555555557,3636.0,3971.0499999999993,213.2138121756401,23798.53177777778,23798.0,23838.0,23.993501230207123,80.64435620605337,s13-sift1m-orion-m32,/proj/intelisys-PG0/exp/orion-distributed/c23-linear-20260824-v1/matrix/sift1m/s13-sift1m-orion-m32/manifest.json,d70df57e661921416af9206a096fcfa6ab8acb35fdb44d5f804ed3084c5facdf,1b75972892a1ad1492105c4549aed3c12ca165a3670d9a6b431b32f798b6c083,8885d0ca5c8c0434db0fd2260b6a5ffb0c4e525a6e53dee8eb4549d3688e2880
sift1m,orion_no_refinement,1,2,4,2,2,0.0625,16,24,9000,1000000,500000.0,14327.0,0.028654,485673,514327,1.028654,0.000646277169285686,0.004830531150499681,0.9991666365738501,0.999967,2.0,6.219333333333333,accepted_metrics_checksum_bound_to_identical_partition,0.9141107659689867,1.0,1.0,0.12535389456147727,861.268027512758,881.0,1171.0,205.42770041608142,0.9140333333333335,1.0006666666666666,1.0,1.0,0.025811280910141253,1.4368888888888889,1.0,3.0,0.8259777296492583,0.43622222222222223,0.0,2.0,0.825657418569897,1005.9305555555555,918.0,1773.0,388.23142691458634,0.7818888888888889,11042.029364222222,10712.6845,17921.81279999999,3949.2014322059767,1513.7287777777779,1525.0,1899.0499999999993,239.78344464828064,73.46444444444444,73.0,84.0,5.265449460842954,230.99966666666666,228.0,296.0,44.966040271149815,1512.0254444444445,1512.0,1521.0,5.5496864097815095,1196.8585880410965,s13-sift1m-orion-no-refinement-m2,/proj/intelisys-PG0/exp/orion-distributed/c23-linear-20260824-v1/matrix/sift1m/s13-sift1m-orion-no-refinement-m2/manifest.json,1eb692c2c095cfbd5b30588e79d3720350c7d7484aa85cb8af2ee23dc30d185f,c8387ba6defe2876569f8ce69d735c5e11ce6a72c931943b7d15ebb9a22bbf07,161095eaeb273042aaa71fd99c92feb51683807abeb500be64b8c1ea1ef81619
sift1m,orion_no_refinement,1,4,4,4,4,0.125,32,24,9000,1000000,250000.0,79662.7442629238,0.3186509770516952,176374,375001,1.500004,0.20436198156908242,0.19505074260433347,0.7940684920177561,0.999226,3.982,200.07744444444444,accepted_metrics_checksum_bound_to_identical_partition,0.9387750414344668,1.0,1.0,0.13866690733080714,771.3476524176594,784.0,1099.0,208.65489093382544,0.9301666666666667,1.3845555555555555,1.0,2.0,0.5428375265647296,2.065,2.0,5.0,1.4411791083075771,0.6804444444444444,0.0,4.0,1.4080308638592576,1433.6017777777777,1098.0,3244.0999999999985,857.3561264966175,0.8278888888888889,21998.775010222224,21701.7575,34778.82344999999,7880.815290205874,2760.3804444444445,2808.0,3459.0,471.22180191005384,144.77966666666666,144.0,157.0,6.853645250683917,502.7388888888889,500.0,627.0499999999993,77.77681630358103,3007.921333333333,3008.0,3019.0,7.0971066405026395,645.6397813679669,s13-sift1m-orion-no-refinement-m4,/proj/intelisys-PG0/exp/orion-distributed/c23-linear-20260824-v1/matrix/sift1m/s13-sift1m-orion-no-refinement-m4/manifest.json,09c99c34741deb62867bf4f24a4cd2349d2fa969d10cdc278fdbc14507edb1d2,f2d646664af7ce59b0607005fb64ca8fdbe9573eebfc7274553d429d03f8b00c,d3d2173733807e05b76b29a9f3fedb35a5c86ad9cfde3d78975cd9f252be6b3e
sift1m,orion_no_refinement,1,8,4,4,8,0.25,64,24,9000,1000000,125000.0,44317.36463565946,0.3545389170852757,70152,187501,1.500008,0.3205125800610121,0.30177077023781507,0.6905302103044006,0.998865,6.743888888888889,306.99744444444445,accepted_metrics_checksum_bound_to_identical_partition,0.9466225605829193,1.0,1.0,0.1404118896278947,768.0501193317423,779.0,1044.0999999999985,178.63833584944092,0.9407000000000001,1.5915555555555556,1.0,3.0,0.6749945038642268,2.720222222222222,2.0,9.0,2.6518655813838667,1.1286666666666667,0.0,8.0,2.595187940100763,1872.8884444444445,1359.5,5763.0,1621.761266373973,0.8574444444444445,43435.38477044445,44696.8815,65170.61799999998,14714.662491539246,5173.6,5204.0,6282.049999999999,705.2543085850506,286.9111111111111,285.0,311.0,12.909801999036274,1023.3504444444444,1024.0,1204.0,113.40116631686242,5995.7082222222225,5996.0,6012.0,10.234341923997066,339.2960713573279,s13-sift1m-orion-no-refinement-m8,/proj/intelisys-PG0/exp/orion-distributed/c23-linear-20260824-v1/matrix/sift1m/s13-sift1m-orion-no-refinement-m8/manifest.json,8a95463dd52954d92428c2eaa4bf3b2b81463c0dbbaa6de52a3021488249ef76,83cad6d24b635d6ea78a7adb0a861170eef695462fb430c2877f9b6ee4ba702c,fe53437da62a8b0e5e52e14b49aa3fcdfda46354f03b1117a530880f9436fa2e
sift1m,orion_no_refinement,1,16,4,4,16,0.5,128,24,9000,1000000,62500.0,19274.65069722406,0.30839441115558497,35843,93751,1.500016,0.395751768629388,0.3842821318170613,0.6226412851464119,0.998446,10.196111111111112,392.30566666666664,accepted_metrics_checksum_bound_to_identical_partition,0.9519255196556008,1.0,1.0,0.14649464784838,747.0428521600478,755.0,994.0,157.75324990078627,0.9493,1.8203333333333334,2.0,3.0,0.8429102364229935,3.7,2.0,17.0,4.958068620384801,1.8796666666666666,0.0,15.0,4.88208378780118,2455.3505555555557,1466.0,10386.05,2968.1212551413587,0.8812222222222222,87702.08432744445,92672.13949999999,121457.77904999998,26756.6050262219,9885.115777777777,9910.0,11050.05,734.0414606334164,537.3504444444444,536.0,566.0,16.390297598214154,1909.441111111111,1908.0,2129.0,139.8630102750898,11952.523,11953.0,11978.0,15.502147661247168,170.52619312298162,s13-sift1m-orion-no-refinement-m16,/proj/intelisys-PG0/exp/orion-distributed/c23-linear-20260824-v1/matrix/sift1m/s13-sift1m-orion-no-refinement-m16/manifest.json,b263b473d6f82fa237aba1d7c8ba4a8275a851db4c86b339889399f97bd10778,9ab5c5c94aa8ce039c95e98a0b8aae8770457f430b1a69d2585adcadab6f67fa,59dbf3cb32df619e9aaaf086e6a439d012c67f5afddac47b31b2a45261644592
sift1m,orion_no_refinement,1,32,4,4,32,1.0,256,24,9000,1000000,31250.0,11411.421408505603,0.3651654850721793,12095,46876,1.500032,0.5002427347985217,0.4925244440782621,0.5203323847245963,0.99623,16.549444444444443,494.0311111111111,accepted_metrics_checksum_bound_to_identical_partition,0.9605435989797224,1.0,1.0,0.14532710234924306,696.7263563122594,704.0,926.0,146.1874257014507,0.9593777777777778,2.2382222222222223,2.0,4.0,1.0852163919163544,4.9944444444444445,2.0,33.0,8.702845781200425,2.756222222222222,0.0,31.0,8.605341697364207,3097.972333333333,1539.0,18515.1,4939.666943362242,0.9132222222222223,189180.86966311114,198893.398,265495.05239999987,57001.198236771444,18288.046,18300.0,20291.05,1246.5528903052789,1042.3544444444444,1041.0,1077.0,19.78753626296171,3896.5614444444445,3902.0,4255.0,236.06219519939663,23819.03477777778,23818.0,23860.0,24.901312135341954,80.55157270325833,s13-sift1m-orion-no-refinement-m32,/proj/intelisys-PG0/exp/orion-distributed/c23-linear-20260824-v1/matrix/sift1m/s13-sift1m-orion-no-refinement-m32/manifest.json,48aa8da3c29dc6a9110b031fb78f592c6ba8bc6f07750aa89dd94463b2ca4a65,f99f73bbb0c2522efc30f02903aa3475ebb1a7c558f3f4ffe5d3c52e640dd00c,bfda1f138ad9e113b4fd78dc63bc20639cefb63a01affda75f585b3102616578
sift1m,random,20260820,2,4,2,2,0.0625,16,24,9000,1000000,500000.0,516.0,0.001032,499484,500516,1.001032,0.5000790496170918,0.49889077510330393,0.4998896042669522,0.999732,2.0,430.37966666666665,accepted_metrics_checksum_bound_to_identical_partition,0.9434808138903674,1.0,1.0,0.13126878630367703,833.3980425957849,853.0,1123.0,195.46996038082895,0.9459222222222223,1.9775555555555555,2.0,2.0,0.1481239054238872,2.1126666666666667,2.0,3.0,0.36541544089494143,0.1351111111111111,0.0,1.0,0.3505083433606569,1652.8605555555555,1706.5,2206.0,390.198582490338,0.8705555555555555,11077.134246777776,10692.357,18050.42405,3957.188821314605,1667.0552222222223,1714.0,2208.0999999999985,375.6935071089724,70.63666666666667,70.0,77.0,3.4688758986161496,270.17266666666666,272.0,354.0,58.86955039746779,1515.932111111111,1516.0,1526.0,6.176168534409671,1200.6748175033565,s13-sift1m-random-m2,/proj/intelisys-PG0/exp/orion-distributed/c23-linear-20260824-v1/matrix/sift1m/s13-sift1m-random-m2/manifest.json,953c7603a1f9f99f0a724c1ff317dfa2344f223689a5e9f7e5a6196040d27707,9f8000082cdc5d35c52356e8b44fc3f8465144a550596b5c3e32b2903ad6eb0b,e68d4598c8148bc36ddcd3abd08ccafb276b15be1a745404e4eefb89cbae70f1
sift1m,random,20260820,4,4,4,4,0.125,32,24,9000,1000000,250000.0,329.12611564565947,0.0013165044625826378,249550,250474,1.001896,0.7500132539293753,0.7513282953518077,0.24996115656638312,0.992371,4.0,649.4178888888889,accepted_metrics_checksum_bound_to_identical_partition,0.9657990195872107,1.0,1.0,0.1373308361017987,783.2931263074158,804.0,1052.0,182.3779343295978,0.9683888888888889,3.148222222222222,3.0,4.0,0.511237230816418,3.347,3.0,5.0,0.6778494588689209,0.19877777777777778,0.0,1.0,0.5171918358421064,2578.4357777777777,2538.0,3943.0,777.2188075210192,0.9375555555555556,21980.531745555552,21714.025,35077.995599999995,7963.404356888201,3137.8031111111113,3241.0,4102.0,687.9465010783008,140.27866666666668,140.0,148.0,4.583631553934306,565.2931111111111,570.0,728.0,106.7028057388521,3010.018,3011.0,3022.0,8.34150988197647,647.4795554094233,s13-sift1m-random-m4,/proj/intelisys-PG0/exp/orion-distributed/c23-linear-20260824-v1/matrix/sift1m/s13-sift1m-random-m4/manifest.json,8126f96213ffa5ca9f6275ea3497d9140bf447d6bc71dc1ce9edb78c39fa7eed,2566c2c9106c984361fb733856cd4d58f9f0ba225072366638cfdb106b9cccd5,51d30ed02ba82098c95ec321c78b0a8e388137c8c3eade9c6f414cc30972638d
sift1m,random,20260820,8,4,4,8,0.25,64,24,9000,1000000,125000.0,341.7239382893742,0.0027337915063149936,124536,125527,1.004216,0.8751017404118908,0.8754531018985933,0.12487849348537974,0.933813,8.0,756.9401111111112,accepted_metrics_checksum_bound_to_identical_partition,0.9812159812518898,1.0,1.0,0.11977983001298526,725.3982461445419,743.0,971.0,166.12344489749395,0.9826222222222223,4.902666666666667,5.0,6.0,0.8931054435694217,5.079444444444444,5.0,7.0,1.121318530531615,0.17677777777777778,0.0,1.0,0.7018821170060109,3638.407,3547.0,5677.349999999995,1184.9036600387485,0.9727777777777777,43278.74389844444,44614.188500000004,64577.86759999998,14436.026431797512,5822.904555555556,6027.5,7538.049999999999,1245.747332015482,276.81522222222225,276.0,287.0,6.2079314371532055,1147.8796666666667,1165.0,1418.0,184.0029893111643,6009.529,6010.0,6031.0,13.961989793722099,339.58299441296344,s13-sift1m-random-m8,/proj/intelisys-PG0/exp/orion-distributed/c23-linear-20260824-v1/matrix/sift1m/s13-sift1m-random-m8/manifest.json,0f02aceb4b5fd369e66455c804b83f50c43bc12fafb537aef77938bd62cfcd86,fa6f85fdbd4463d51bff37b5257dacf011ca3a2359e0d14b862bff5edf74d5a2,2ad2d0e217d612fcb354db8ceced7b37588f527e825f36f9fed0506bbeda9bd0
sift1m,random,20260820,16,4,4,16,0.5,128,24,9000,1000000,62500.0,215.0499941873982,0.003440799906998371,62060,62901,1.006416,0.937513596703411,0.9383030282080095,0.062495844865121095,0.714625,16.0,810.8503333333333,accepted_metrics_checksum_bound_to_identical_partition,0.9897386376383258,1.0,1.0,0.09559170742094933,670.9795748167439,686.0,891.0,147.73448017894526,0.9904444444444445,6.595111111111111,7.0,8.0,1.0656549831957227,6.725888888888889,7.0,8.0,1.4952059645892302,0.13077777777777777,0.0,0.0,1.056991251701186,4457.654111111111,4401.5,6425.0,1453.8365308630775,0.9896666666666667,87659.44887299999,92762.3285,120594.06434999997,26101.952519546172,10808.743888888888,11189.5,13866.0,2214.584661552788,495.8014444444444,495.0,510.0,8.218922484271836,2093.1283333333336,2130.0,2497.0,283.7331063546633,11989.576,11989.0,12033.0,25.395060797109522,170.6258189796149,s13-sift1m-random-m16,/proj/intelisys-PG0/exp/orion-distributed/c23-linear-20260824-v1/matrix/sift1m/s13-sift1m-random-m16/manifest.json,40871159eb023ecad0a437eac30b66c4c5cb15c245088a7de905a561279739cd,2cf0c4f5f602925d00802f04000f0c6cbc0ec361a4dd21d4251cb3d4b6affba5,a081f636769b82eebecc08d63765ea1ded508c92ee5ed5690b1c9a38c4955e3d
sift1m,random,20260820,32,4,4,32,1.0,256,24,9000,1000000,31250.0,157.77555260559222,0.005048817683378951,30937,31639,1.012448,0.9687955783672851,0.9693380634964489,0.031202056761065862,0.132782,32.0,838.2462222222222,accepted_metrics_checksum_bound_to_identical_partition,0.9950403160574558,1.0,1.0,0.06865128904233397,595.316981276661,609.0,789.0,130.7560214318612,0.9952555555555554,7.699888888888889,8.0,9.0,0.9530302483767173,7.804666666666667,8.0,9.0,1.8389793062698907,0.10477777777777778,0.0,0.0,1.5801615443279338,4587.567777777777,4559.0,6312.049999999999,1574.9549087956473,0.9961111111111111,189674.528614,199473.5655,266936.19644999993,56953.463857430215,19222.587333333333,19897.0,24617.1,3911.058931704018,983.4826666666667,982.0,1007.0,13.554135473885616,4213.036555555555,4278.5,4919.0,498.09808014232414,23894.54688888889,23884.0,24008.0,57.26374479632611,80.31386433802479,s13-sift1m-random-m32,/proj/intelisys-PG0/exp/orion-distributed/c23-linear-20260824-v1/matrix/sift1m/s13-sift1m-random-m32/manifest.json,17db94d60c14cb9aaad0427599e2a428dfcaee296c361e78fb27eda19aa184b9,162a3bf24486ea7e25527a3d1dee5e426fa2a740c11079f79ded21f68b6c93b4,54bc9957a1f49709fa89a8fca137d3bed1469fa308056267fc3e21d58b43a37b
